host_name,planet_letter,planet_name,num_planets_in_system,discovery_year,num_moons,link_to_wiki
Kepler-182,c,Kepler-182 c,2,2014,0,http://exoplanet.eu/catalog/kepler-182_c/
Kepler-183,b,Kepler-183 b,2,2014,0,http://exoplanet.eu/catalog/kepler-183_b/
Kepler-183,c,Kepler-183 c,2,2014,0,http://exoplanet.eu/catalog/kepler-183_c/
Kepler-184,b,Kepler-184 b,3,2014,0,http://exoplanet.eu/catalog/kepler-184_b/
Kepler-184,c,Kepler-184 c,3,2014,0,http://exoplanet.eu/catalog/kepler-184_c/
Kepler-184,d,Kepler-184 d,3,2014,0,http://exoplanet.eu/catalog/kepler-184_d/
Kepler-185,b,Kepler-185 b,2,2014,0,http://exoplanet.eu/catalog/kepler-185_b/
Kepler-185,c,Kepler-185 c,2,2014,0,http://exoplanet.eu/catalog/kepler-185_c/
Kepler-186,b,Kepler-186 b,5,2014,0,http://exoplanet.eu/catalog/kepler-186_b/
Kepler-186,c,Kepler-186 c,5,2014,0,http://exoplanet.eu/catalog/kepler-186_c/
Kepler-186,d,Kepler-186 d,5,2014,0,http://exoplanet.eu/catalog/kepler-186_d/
Kepler-186,e,Kepler-186 e,5,2014,0,http://exoplanet.eu/catalog/kepler-186_e/
Kepler-186,f,Kepler-186 f,5,2014,0,http://exoplanet.eu/catalog/kepler-186_f/
Kepler-187,b,Kepler-187 b,2,2014,0,http://exoplanet.eu/catalog/kepler-187_b/
Kepler-187,c,Kepler-187 c,2,2014,0,http://exoplanet.eu/catalog/kepler-187_c/
Kepler-188,b,Kepler-188 b,2,2014,0,http://exoplanet.eu/catalog/kepler-188_b/
Kepler-188,c,Kepler-188 c,2,2014,0,http://exoplanet.eu/catalog/kepler-188_c/
Kepler-189,b,Kepler-189 b,2,2014,0,http://exoplanet.eu/catalog/kepler-189_b/
Kepler-189,c,Kepler-189 c,2,2014,0,http://exoplanet.eu/catalog/kepler-189_c/
Kepler-19,b,Kepler-19 b,3,2011,0,http://exoplanet.eu/catalog/kepler-19_b/
Kepler-19,c,Kepler-19 c,3,2011,0,http://exoplanet.eu/catalog/kepler-19_c/
Kepler-19,d,Kepler-19 d,3,2017,0,http://exoplanet.eu/catalog/kepler-19_d/
Kepler-190,b,Kepler-190 b,2,2014,0,http://exoplanet.eu/catalog/kepler-190_b/
Kepler-190,c,Kepler-190 c,2,2014,0,http://exoplanet.eu/catalog/kepler-190_c/
Kepler-191,b,Kepler-191 b,3,2014,0,http://exoplanet.eu/catalog/kepler-191_b/
Kepler-191,c,Kepler-191 c,3,2014,0,http://exoplanet.eu/catalog/kepler-191_c/
Kepler-191,d,Kepler-191 d,3,2016,0,http://exoplanet.eu/catalog/kepler-191_d/
Kepler-192,b,Kepler-192 b,3,2014,0,http://exoplanet.eu/catalog/kepler-192_b/
Kepler-192,c,Kepler-192 c,3,2014,0,http://exoplanet.eu/catalog/kepler-192_c/
Kepler-192,d,Kepler-192 d,3,2016,0,http://exoplanet.eu/catalog/kepler-192_d/
Kepler-193,b,Kepler-193 b,2,2014,0,http://exoplanet.eu/catalog/kepler-193_b/
Kepler-193,c,Kepler-193 c,2,2014,0,http://exoplanet.eu/catalog/kepler-193_c/
Kepler-194,b,Kepler-194 b,3,2014,0,http://exoplanet.eu/catalog/kepler-194_b/
Kepler-194,c,Kepler-194 c,3,2014,0,http://exoplanet.eu/catalog/kepler-194_c/
Kepler-194,d,Kepler-194 d,3,2014,0,http://exoplanet.eu/catalog/kepler-194_d/
Kepler-195,b,Kepler-195 b,2,2014,0,http://exoplanet.eu/catalog/kepler-195_b/
Kepler-195,c,Kepler-195 c,2,2014,0,http://exoplanet.eu/catalog/kepler-195_c/
Kepler-196,b,Kepler-196 b,2,2014,0,http://exoplanet.eu/catalog/kepler-196_b/
Kepler-196,c,Kepler-196 c,2,2014,0,http://exoplanet.eu/catalog/kepler-196_c/
Kepler-197,b,Kepler-197 b,4,2014,0,http://exoplanet.eu/catalog/kepler-197_b/
Kepler-197,c,Kepler-197 c,4,2014,0,http://exoplanet.eu/catalog/kepler-197_c/
Kepler-197,d,Kepler-197 d,4,2014,0,http://exoplanet.eu/catalog/kepler-197_d/
Kepler-197,e,Kepler-197 e,4,2014,0,http://exoplanet.eu/catalog/kepler-197_e/
Kepler-198,b,Kepler-198 b,3,2014,0,http://exoplanet.eu/catalog/kepler-198_b/
Kepler-198,c,Kepler-198 c,3,2014,0,http://exoplanet.eu/catalog/kepler-198_c/
Kepler-198,d,Kepler-198 d,3,2016,0,http://exoplanet.eu/catalog/kepler-198_d/
Kepler-199,b,Kepler-199 b,2,2014,0,http://exoplanet.eu/catalog/kepler-199_b/
Kepler-199,c,Kepler-199 c,2,2014,0,http://exoplanet.eu/catalog/kepler-199_c/
Kepler-20,b,Kepler-20 b,6,2011,0,http://exoplanet.eu/catalog/kepler-20_b/
Kepler-20,c,Kepler-20 c,6,2011,0,http://exoplanet.eu/catalog/kepler-20_c/
Kepler-20,d,Kepler-20 d,6,2011,0,http://exoplanet.eu/catalog/kepler-20_d/
Kepler-20,e,Kepler-20 e,6,2011,0,http://exoplanet.eu/catalog/kepler-20_e/
Kepler-20,f,Kepler-20 f,6,2011,0,http://exoplanet.eu/catalog/kepler-20_f/
Kepler-20,g,Kepler-20 g,6,2016,0,http://exoplanet.eu/catalog/kepler-20_g/
Kepler-200,b,Kepler-200 b,2,2014,0,http://exoplanet.eu/catalog/kepler-200_b/
Kepler-200,c,Kepler-200 c,2,2014,0,http://exoplanet.eu/catalog/kepler-200_c/
Kepler-201,b,Kepler-201 b,2,2014,0,http://exoplanet.eu/catalog/kepler-201_b/
Kepler-201,c,Kepler-201 c,2,2014,0,http://exoplanet.eu/catalog/kepler-201_c/
Kepler-202,b,Kepler-202 b,2,2014,0,http://exoplanet.eu/catalog/kepler-202_b/
Kepler-202,c,Kepler-202 c,2,2014,0,http://exoplanet.eu/catalog/kepler-202_c/
Kepler-203,b,Kepler-203 b,3,2014,0,http://exoplanet.eu/catalog/kepler-203_b/
Kepler-203,c,Kepler-203 c,3,2014,0,http://exoplanet.eu/catalog/kepler-203_c/
Kepler-203,d,Kepler-203 d,3,2014,0,http://exoplanet.eu/catalog/kepler-203_d/
Kepler-204,b,Kepler-204 b,2,2014,0,http://exoplanet.eu/catalog/kepler-204_b/
Kepler-204,c,Kepler-204 c,2,2014,0,http://exoplanet.eu/catalog/kepler-204_c/
Kepler-205,b,Kepler-205 b,2,2014,0,http://exoplanet.eu/catalog/kepler-205_b/
Kepler-205,c,Kepler-205 c,2,2014,0,http://exoplanet.eu/catalog/kepler-205_c/
Kepler-206,b,Kepler-206 b,3,2014,0,http://exoplanet.eu/catalog/kepler-206_b/
Kepler-206,c,Kepler-206 c,3,2014,0,http://exoplanet.eu/catalog/kepler-206_c/
Kepler-206,d,Kepler-206 d,3,2014,0,http://exoplanet.eu/catalog/kepler-206_d/
Kepler-207,b,Kepler-207 b,3,2014,0,http://exoplanet.eu/catalog/kepler-207_b/
Kepler-207,c,Kepler-207 c,3,2014,0,http://exoplanet.eu/catalog/kepler-207_c/
Kepler-207,d,Kepler-207 d,3,2014,0,http://exoplanet.eu/catalog/kepler-207_d/
Kepler-208,b,Kepler-208 b,4,2014,0,http://exoplanet.eu/catalog/kepler-208_b/
Kepler-208,c,Kepler-208 c,4,2014,0,http://exoplanet.eu/catalog/kepler-208_c/
Kepler-208,d,Kepler-208 d,4,2014,0,http://exoplanet.eu/catalog/kepler-208_d/
Kepler-208,e,Kepler-208 e,4,2014,0,http://exoplanet.eu/catalog/kepler-208_e/
Kepler-209,b,Kepler-209 b,2,2014,0,http://exoplanet.eu/catalog/kepler-209_b/
Kepler-209,c,Kepler-209 c,2,2014,0,http://exoplanet.eu/catalog/kepler-209_c/
Kepler-21,b,Kepler-21 b,1,2012,0,http://exoplanet.eu/catalog/kepler-21_b/
Kepler-210,b,Kepler-210 b,2,2014,0,http://exoplanet.eu/catalog/kepler-210_b/
Kepler-210,c,Kepler-210 c,2,2014,0,http://exoplanet.eu/catalog/kepler-210_c/
Kepler-211,b,Kepler-211 b,2,2014,0,http://exoplanet.eu/catalog/kepler-211_b/
Kepler-211,c,Kepler-211 c,2,2014,0,http://exoplanet.eu/catalog/kepler-211_c/
Kepler-212,b,Kepler-212 b,2,2014,0,http://exoplanet.eu/catalog/kepler-212_b/
Kepler-212,c,Kepler-212 c,2,2014,0,http://exoplanet.eu/catalog/kepler-212_c/
Kepler-213,b,Kepler-213 b,2,2014,0,http://exoplanet.eu/catalog/kepler-213_b/
Kepler-213,c,Kepler-213 c,2,2014,0,http://exoplanet.eu/catalog/kepler-213_c/
Kepler-214,b,Kepler-214 b,2,2014,0,http://exoplanet.eu/catalog/kepler-214_b/
Kepler-214,c,Kepler-214 c,2,2014,0,http://exoplanet.eu/catalog/kepler-214_c/
Kepler-215,b,Kepler-215 b,4,2014,0,http://exoplanet.eu/catalog/kepler-215_b/
Kepler-215,c,Kepler-215 c,4,2014,0,http://exoplanet.eu/catalog/kepler-215_c/
Kepler-215,d,Kepler-215 d,4,2014,0,http://exoplanet.eu/catalog/kepler-215_d/
Kepler-215,e,Kepler-215 e,4,2014,0,http://exoplanet.eu/catalog/kepler-215_e/
Kepler-216,b,Kepler-216 b,2,2014,0,http://exoplanet.eu/catalog/kepler-216_b/
Kepler-216,c,Kepler-216 c,2,2014,0,http://exoplanet.eu/catalog/kepler-216_c/
Kepler-217,b,Kepler-217 b,3,2014,0,http://exoplanet.eu/catalog/kepler-217_b/
Kepler-217,c,Kepler-217 c,3,2014,0,http://exoplanet.eu/catalog/kepler-217_c/
Kepler-217,d,Kepler-217 d,3,2016,0,http://exoplanet.eu/catalog/kepler-217_d/
Kepler-218,b,Kepler-218 b,3,2014,0,http://exoplanet.eu/catalog/kepler-218_b/
Kepler-218,c,Kepler-218 c,3,2014,0,http://exoplanet.eu/catalog/kepler-218_c/
Kepler-218,d,Kepler-218 d,3,2016,0,http://exoplanet.eu/catalog/kepler-218_d/
Kepler-219,b,Kepler-219 b,3,2014,0,http://exoplanet.eu/catalog/kepler-219_b/
Kepler-219,c,Kepler-219 c,3,2014,0,http://exoplanet.eu/catalog/kepler-219_c/
Kepler-219,d,Kepler-219 d,3,2014,0,http://exoplanet.eu/catalog/kepler-219_d/
Kepler-22,b,Kepler-22 b,1,2011,0,http://exoplanet.eu/catalog/kepler-22_b/
Kepler-220,b,Kepler-220 b,4,2014,0,http://exoplanet.eu/catalog/kepler-220_b/
Kepler-220,c,Kepler-220 c,4,2014,0,http://exoplanet.eu/catalog/kepler-220_c/
Kepler-220,d,Kepler-220 d,4,2014,0,http://exoplanet.eu/catalog/kepler-220_d/
Kepler-220,e,Kepler-220 e,4,2014,0,http://exoplanet.eu/catalog/kepler-220_e/
Kepler-221,b,Kepler-221 b,4,2014,0,http://exoplanet.eu/catalog/kepler-221_b/
Kepler-221,c,Kepler-221 c,4,2014,0,http://exoplanet.eu/catalog/kepler-221_c/
Kepler-221,d,Kepler-221 d,4,2014,0,http://exoplanet.eu/catalog/kepler-221_d/
Kepler-221,e,Kepler-221 e,4,2014,0,http://exoplanet.eu/catalog/kepler-221_e/
Kepler-222,b,Kepler-222 b,3,2014,0,http://exoplanet.eu/catalog/kepler-222_b/
Kepler-222,c,Kepler-222 c,3,2014,0,http://exoplanet.eu/catalog/kepler-222_c/
Kepler-222,d,Kepler-222 d,3,2014,0,http://exoplanet.eu/catalog/kepler-222_d/
Kepler-223,b,Kepler-223 b,4,2014,0,http://exoplanet.eu/catalog/kepler-223_b/
Kepler-223,c,Kepler-223 c,4,2014,0,http://exoplanet.eu/catalog/kepler-223_c/
Kepler-223,d,Kepler-223 d,4,2014,0,http://exoplanet.eu/catalog/kepler-223_d/
Kepler-223,e,Kepler-223 e,4,2014,0,http://exoplanet.eu/catalog/kepler-223_e/
Kepler-224,b,Kepler-224 b,4,2014,0,http://exoplanet.eu/catalog/kepler-224_b/
Kepler-224,c,Kepler-224 c,4,2014,0,http://exoplanet.eu/catalog/kepler-224_c/
Kepler-224,d,Kepler-224 d,4,2014,0,http://exoplanet.eu/catalog/kepler-224_d/
Kepler-224,e,Kepler-224 e,4,2014,0,http://exoplanet.eu/catalog/kepler-224_e/
Kepler-225,b,Kepler-225 b,2,2014,0,http://exoplanet.eu/catalog/kepler-225_b/
Kepler-225,c,Kepler-225 c,2,2014,0,http://exoplanet.eu/catalog/kepler-225_c/
Kepler-226,b,Kepler-226 b,3,2014,0,http://exoplanet.eu/catalog/kepler-226_b/
Kepler-226,c,Kepler-226 c,3,2014,0,http://exoplanet.eu/catalog/kepler-226_c/
Kepler-226,d,Kepler-226 d,3,2014,0,http://exoplanet.eu/catalog/kepler-226_d/
Kepler-227,b,Kepler-227 b,2,2014,0,http://exoplanet.eu/catalog/kepler-227_b/
Kepler-227,c,Kepler-227 c,2,2014,0,http://exoplanet.eu/catalog/kepler-227_c/
Kepler-228,b,Kepler-228 b,3,2014,0,http://exoplanet.eu/catalog/kepler-228_b/
Kepler-228,c,Kepler-228 c,3,2014,0,http://exoplanet.eu/catalog/kepler-228_c/
Kepler-228,d,Kepler-228 d,3,2014,0,http://exoplanet.eu/catalog/kepler-228_d/
Kepler-229,b,Kepler-229 b,3,2014,0,http://exoplanet.eu/catalog/kepler-229_b/
Kepler-229,c,Kepler-229 c,3,2014,0,http://exoplanet.eu/catalog/kepler-229_c/
Kepler-229,d,Kepler-229 d,3,2014,0,http://exoplanet.eu/catalog/kepler-229_d/
Kepler-23,b,Kepler-23 b,3,2011,0,http://exoplanet.eu/catalog/kepler-23_b/
Kepler-23,c,Kepler-23 c,3,2011,0,http://exoplanet.eu/catalog/kepler-23_c/
Kepler-23,d,Kepler-23 d,3,2014,0,http://exoplanet.eu/catalog/kepler-23_d/
Kepler-230,b,Kepler-230 b,2,2014,0,http://exoplanet.eu/catalog/kepler-230_b/
Kepler-230,c,Kepler-230 c,2,2014,0,http://exoplanet.eu/catalog/kepler-230_c/
Kepler-231,b,Kepler-231 b,2,2014,0,http://exoplanet.eu/catalog/kepler-231_b/
Kepler-231,c,Kepler-231 c,2,2014,0,http://exoplanet.eu/catalog/kepler-231_c/
Kepler-232,b,Kepler-232 b,2,2014,0,http://exoplanet.eu/catalog/kepler-232_b/
Kepler-232,c,Kepler-232 c,2,2014,0,http://exoplanet.eu/catalog/kepler-232_c/
Kepler-233,b,Kepler-233 b,2,2014,0,http://exoplanet.eu/catalog/kepler-233_b/
Kepler-233,c,Kepler-233 c,2,2014,0,http://exoplanet.eu/catalog/kepler-233_c/
Kepler-234,b,Kepler-234 b,2,2014,0,http://exoplanet.eu/catalog/kepler-234_b/
Kepler-234,c,Kepler-234 c,2,2014,0,http://exoplanet.eu/catalog/kepler-234_c/
Kepler-235,b,Kepler-235 b,4,2014,0,http://exoplanet.eu/catalog/kepler-235_b/
Kepler-235,c,Kepler-235 c,4,2014,0,http://exoplanet.eu/catalog/kepler-235_c/
Kepler-235,d,Kepler-235 d,4,2014,0,http://exoplanet.eu/catalog/kepler-235_d/
Kepler-235,e,Kepler-235 e,4,2014,0,http://exoplanet.eu/catalog/kepler-235_e/
Kepler-236,b,Kepler-236 b,2,2014,0,http://exoplanet.eu/catalog/kepler-236_b/
Kepler-236,c,Kepler-236 c,2,2014,0,http://exoplanet.eu/catalog/kepler-236_c/
Kepler-237,b,Kepler-237 b,2,2014,0,http://exoplanet.eu/catalog/kepler-237_b/
Kepler-237,c,Kepler-237 c,2,2014,0,http://exoplanet.eu/catalog/kepler-237_c/
Kepler-238,b,Kepler-238 b,5,2014,0,http://exoplanet.eu/catalog/kepler-238_b/
Kepler-238,c,Kepler-238 c,5,2014,0,http://exoplanet.eu/catalog/kepler-238_c/
Kepler-238,d,Kepler-238 d,5,2014,0,http://exoplanet.eu/catalog/kepler-238_d/
Kepler-238,e,Kepler-238 e,5,2013,0,http://exoplanet.eu/catalog/kepler-238_e/
Kepler-238,f,Kepler-238 f,5,2013,0,http://exoplanet.eu/catalog/kepler-238_f/
Kepler-239,b,Kepler-239 b,2,2014,0,http://exoplanet.eu/catalog/kepler-239_b/
Kepler-239,c,Kepler-239 c,2,2014,0,http://exoplanet.eu/catalog/kepler-239_c/
Kepler-24,b,Kepler-24 b,4,2011,0,http://exoplanet.eu/catalog/kepler-24_b/
Kepler-24,c,Kepler-24 c,4,2011,0,http://exoplanet.eu/catalog/kepler-24_c/
Kepler-24,d,Kepler-24 d,4,2014,0,http://exoplanet.eu/catalog/kepler-24_d/
Kepler-24,e,Kepler-24 e,4,2014,0,http://exoplanet.eu/catalog/kepler-24_e/
Kepler-240,b,Kepler-240 b,2,2014,0,http://exoplanet.eu/catalog/kepler-240_b/
Kepler-240,c,Kepler-240 c,2,2014,0,http://exoplanet.eu/catalog/kepler-240_c/
Kepler-241,b,Kepler-241 b,2,2014,0,http://exoplanet.eu/catalog/kepler-241_b/
Kepler-241,c,Kepler-241 c,2,2014,0,http://exoplanet.eu/catalog/kepler-241_c/
Kepler-242,b,Kepler-242 b,2,2014,0,http://exoplanet.eu/catalog/kepler-242_b/
Kepler-242,c,Kepler-242 c,2,2014,0,http://exoplanet.eu/catalog/kepler-242_c/
Kepler-243,b,Kepler-243 b,2,2014,0,http://exoplanet.eu/catalog/kepler-243_b/
Kepler-243,c,Kepler-243 c,2,2014,0,http://exoplanet.eu/catalog/kepler-243_c/
Kepler-244,b,Kepler-244 b,3,2014,0,http://exoplanet.eu/catalog/kepler-244_b/
Kepler-244,c,Kepler-244 c,3,2014,0,http://exoplanet.eu/catalog/kepler-244_c/
Kepler-244,d,Kepler-244 d,3,2014,0,http://exoplanet.eu/catalog/kepler-244_d/
Kepler-245,b,Kepler-245 b,4,2014,0,http://exoplanet.eu/catalog/kepler-245_b/
Kepler-245,c,Kepler-245 c,4,2014,0,http://exoplanet.eu/catalog/kepler-245_c/
Kepler-245,d,Kepler-245 d,4,2014,0,http://exoplanet.eu/catalog/kepler-245_d/
Kepler-245,e,Kepler-245 e,4,2016,0,http://exoplanet.eu/catalog/kepler-245_e/
Kepler-246,b,Kepler-246 b,2,2014,0,http://exoplanet.eu/catalog/kepler-246_b/
Kepler-246,c,Kepler-246 c,2,2014,0,http://exoplanet.eu/catalog/kepler-246_c/
Kepler-247,b,Kepler-247 b,3,2014,0,http://exoplanet.eu/catalog/kepler-247_b/
Kepler-247,c,Kepler-247 c,3,2014,0,http://exoplanet.eu/catalog/kepler-247_c/
Kepler-247,d,Kepler-247 d,3,2014,0,http://exoplanet.eu/catalog/kepler-247_d/
Kepler-248,b,Kepler-248 b,2,2014,0,http://exoplanet.eu/catalog/kepler-248_b/
Kepler-248,c,Kepler-248 c,2,2014,0,http://exoplanet.eu/catalog/kepler-248_c/
Kepler-249,b,Kepler-249 b,3,2014,0,http://exoplanet.eu/catalog/kepler-249_b/
Kepler-249,c,Kepler-249 c,3,2014,0,http://exoplanet.eu/catalog/kepler-249_c/
Kepler-249,d,Kepler-249 d,3,2014,0,http://exoplanet.eu/catalog/kepler-249_d/
Kepler-25,b,Kepler-25 b,3,2011,0,http://exoplanet.eu/catalog/kepler-25_b/
Kepler-25,c,Kepler-25 c,3,2011,0,http://exoplanet.eu/catalog/kepler-25_c/
Kepler-25,d,Kepler-25 d,3,2014,0,http://exoplanet.eu/catalog/kepler-25_d/
Kepler-250,b,Kepler-250 b,3,2014,0,http://exoplanet.eu/catalog/kepler-250_b/
Kepler-250,c,Kepler-250 c,3,2014,0,http://exoplanet.eu/catalog/kepler-250_c/
Kepler-250,d,Kepler-250 d,3,2014,0,http://exoplanet.eu/catalog/kepler-250_d/
Kepler-251,b,Kepler-251 b,4,2014,0,http://exoplanet.eu/catalog/kepler-251_b/
Kepler-251,c,Kepler-251 c,4,2014,0,http://exoplanet.eu/catalog/kepler-251_c/
Kepler-251,d,Kepler-251 d,4,2014,0,http://exoplanet.eu/catalog/kepler-251_d/
Kepler-251,e,Kepler-251 e,4,2014,0,http://exoplanet.eu/catalog/kepler-251_e/
Kepler-252,b,Kepler-252 b,2,2014,0,http://exoplanet.eu/catalog/kepler-252_b/
Kepler-252,c,Kepler-252 c,2,2014,0,http://exoplanet.eu/catalog/kepler-252_c/
Kepler-253,b,Kepler-253 b,3,2014,0,http://exoplanet.eu/catalog/kepler-253_b/
Kepler-253,c,Kepler-253 c,3,2014,0,http://exoplanet.eu/catalog/kepler-253_c/
Kepler-253,d,Kepler-253 d,3,2014,0,http://exoplanet.eu/catalog/kepler-253_d/
Kepler-254,b,Kepler-254 b,3,2014,0,http://exoplanet.eu/catalog/kepler-254_b/
Kepler-254,c,Kepler-254 c,3,2014,0,http://exoplanet.eu/catalog/kepler-254_c/
Kepler-254,d,Kepler-254 d,3,2014,0,http://exoplanet.eu/catalog/kepler-254_d/
Kepler-255,b,Kepler-255 b,3,2014,0,http://exoplanet.eu/catalog/kepler-255_b/
Kepler-255,c,Kepler-255 c,3,2014,0,http://exoplanet.eu/catalog/kepler-255_c/
Kepler-255,d,Kepler-255 d,3,2016,0,http://exoplanet.eu/catalog/kepler-255_d/
Kepler-256,b,Kepler-256 b,4,2014,0,http://exoplanet.eu/catalog/kepler-256_b/
Kepler-256,c,Kepler-256 c,4,2014,0,http://exoplanet.eu/catalog/kepler-256_c/
Kepler-256,d,Kepler-256 d,4,2014,0,http://exoplanet.eu/catalog/kepler-256_d/
Kepler-256,e,Kepler-256 e,4,2014,0,http://exoplanet.eu/catalog/kepler-256_e/
Kepler-257,b,Kepler-257 b,3,2014,0,http://exoplanet.eu/catalog/kepler-257_b/
Kepler-257,c,Kepler-257 c,3,2014,0,http://exoplanet.eu/catalog/kepler-257_c/
Kepler-257,d,Kepler-257 d,3,2014,0,http://exoplanet.eu/catalog/kepler-257_d/
Kepler-258,b,Kepler-258 b,2,2014,0,http://exoplanet.eu/catalog/kepler-258_b/
Kepler-258,c,Kepler-258 c,2,2014,0,http://exoplanet.eu/catalog/kepler-258_c/
Kepler-259,b,Kepler-259 b,2,2014,0,http://exoplanet.eu/catalog/kepler-259_b/
Kepler-259,c,Kepler-259 c,2,2014,0,http://exoplanet.eu/catalog/kepler-259_c/
Kepler-26,b,Kepler-26 b,4,2011,0,http://exoplanet.eu/catalog/kepler-26_b/
Kepler-26,c,Kepler-26 c,4,2011,0,http://exoplanet.eu/catalog/kepler-26_c/
Kepler-26,d,Kepler-26 d,4,2014,0,http://exoplanet.eu/catalog/kepler-26_d/
Kepler-26,e,Kepler-26 e,4,2014,0,http://exoplanet.eu/catalog/kepler-26_e/
Kepler-260,b,Kepler-260 b,2,2014,0,http://exoplanet.eu/catalog/kepler-260_b/
Kepler-260,c,Kepler-260 c,2,2014,0,http://exoplanet.eu/catalog/kepler-260_c/
Kepler-261,b,Kepler-261 b,2,2014,0,http://exoplanet.eu/catalog/kepler-261_b/
Kepler-261,c,Kepler-261 c,2,2014,0,http://exoplanet.eu/catalog/kepler-261_c/
Kepler-262,b,Kepler-262 b,2,2014,0,http://exoplanet.eu/catalog/kepler-262_b/
Kepler-262,c,Kepler-262 c,2,2014,0,http://exoplanet.eu/catalog/kepler-262_c/
Kepler-263,b,Kepler-263 b,2,2014,0,http://exoplanet.eu/catalog/kepler-263_b/
Kepler-263,c,Kepler-263 c,2,2014,0,http://exoplanet.eu/catalog/kepler-263_c/
Kepler-264,b,Kepler-264 b,2,2014,0,http://exoplanet.eu/catalog/kepler-264_b/
Kepler-264,c,Kepler-264 c,2,2014,0,http://exoplanet.eu/catalog/kepler-264_c/
Kepler-265,b,Kepler-265 b,4,2014,0,http://exoplanet.eu/catalog/kepler-265_b/
Kepler-265,c,Kepler-265 c,4,2014,0,http://exoplanet.eu/catalog/kepler-265_c/
Kepler-265,d,Kepler-265 d,4,2014,0,http://exoplanet.eu/catalog/kepler-265_d/
Kepler-265,e,Kepler-265 e,4,2014,0,http://exoplanet.eu/catalog/kepler-265_e/
Kepler-266,b,Kepler-266 b,2,2014,0,http://exoplanet.eu/catalog/kepler-266_b/
Kepler-266,c,Kepler-266 c,2,2014,0,http://exoplanet.eu/catalog/kepler-266_c/
Kepler-267,b,Kepler-267 b,3,2014,0,http://exoplanet.eu/catalog/kepler-267_b/
Kepler-267,c,Kepler-267 c,3,2014,0,http://exoplanet.eu/catalog/kepler-267_c/
Kepler-267,d,Kepler-267 d,3,2014,0,http://exoplanet.eu/catalog/kepler-267_d/
Kepler-268,b,Kepler-268 b,2,2014,0,http://exoplanet.eu/catalog/kepler-268_b/
Kepler-268,c,Kepler-268 c,2,2014,0,http://exoplanet.eu/catalog/kepler-268_c/
Kepler-269,b,Kepler-269 b,2,2014,0,http://exoplanet.eu/catalog/kepler-269_b/
Kepler-269,c,Kepler-269 c,2,2014,0,http://exoplanet.eu/catalog/kepler-269_c/
Kepler-27,b,Kepler-27 b,2,2011,0,http://exoplanet.eu/catalog/kepler-27_b/
Kepler-27,c,Kepler-27 c,2,2011,0,http://exoplanet.eu/catalog/kepler-27_c/
Kepler-270,b,Kepler-270 b,2,2014,0,http://exoplanet.eu/catalog/kepler-270_b/
Kepler-270,c,Kepler-270 c,2,2014,0,http://exoplanet.eu/catalog/kepler-270_c/
Kepler-271,b,Kepler-271 b,3,2014,0,http://exoplanet.eu/catalog/kepler-271_b/
Kepler-271,c,Kepler-271 c,3,2014,0,http://exoplanet.eu/catalog/kepler-271_c/
Kepler-271,d,Kepler-271 d,3,2016,0,http://exoplanet.eu/catalog/kepler-271_d/
Kepler-272,b,Kepler-272 b,3,2014,0,http://exoplanet.eu/catalog/kepler-272_b/
Kepler-272,c,Kepler-272 c,3,2014,0,http://exoplanet.eu/catalog/kepler-272_c/
Kepler-272,d,Kepler-272 d,3,2014,0,http://exoplanet.eu/catalog/kepler-272_d/
Kepler-273,b,Kepler-273 b,2,2014,0,http://exoplanet.eu/catalog/kepler-273_b/
Kepler-273,c,Kepler-273 c,2,2014,0,http://exoplanet.eu/catalog/kepler-273_c/
Kepler-274,b,Kepler-274 b,2,2014,0,http://exoplanet.eu/catalog/kepler-274_b/
Kepler-274,c,Kepler-274 c,2,2014,0,http://exoplanet.eu/catalog/kepler-274_c/
Kepler-275,b,Kepler-275 b,3,2014,0,http://exoplanet.eu/catalog/kepler-275_b/
Kepler-275,c,Kepler-275 c,3,2014,0,http://exoplanet.eu/catalog/kepler-275_c/
Kepler-275,d,Kepler-275 d,3,2014,0,http://exoplanet.eu/catalog/kepler-275_d/
Kepler-276,b,Kepler-276 b,3,2014,0,http://exoplanet.eu/catalog/kepler-276_b/
Kepler-276,c,Kepler-276 c,3,2013,0,http://exoplanet.eu/catalog/kepler-276_c/
Kepler-276,d,Kepler-276 d,3,2013,0,http://exoplanet.eu/catalog/kepler-276_d/
Kepler-277,b,Kepler-277 b,2,2013,0,http://exoplanet.eu/catalog/kepler-277_b/
Kepler-277,c,Kepler-277 c,2,2013,0,http://exoplanet.eu/catalog/kepler-277_c/
Kepler-278,b,Kepler-278 b,2,2014,0,http://exoplanet.eu/catalog/kepler-278_b/
Kepler-278,c,Kepler-278 c,2,2014,0,http://exoplanet.eu/catalog/kepler-278_c/
Kepler-279,b,Kepler-279 b,3,2014,0,http://exoplanet.eu/catalog/kepler-279_b/
Kepler-279,c,Kepler-279 c,3,2013,0,http://exoplanet.eu/catalog/kepler-279_c/
Kepler-279,d,Kepler-279 d,3,2013,0,http://exoplanet.eu/catalog/kepler-279_d/
Kepler-28,b,Kepler-28 b,2,2011,0,http://exoplanet.eu/catalog/kepler-28_b/
Kepler-28,c,Kepler-28 c,2,2011,0,http://exoplanet.eu/catalog/kepler-28_c/
Kepler-280,b,Kepler-280 b,2,2014,0,http://exoplanet.eu/catalog/kepler-280_b/
